thr,treat,date,fips,Z,G,tau_dir_log,tau_peer_log,tau_overall_log,sigma_log
0.25,vax2,2021-02-15,13315,0,0.0,-0.0026872479675334243,0.0,-0.0026872479675334243,0.027373177276530904
0.25,vax2,2021-02-15,13317,0,0.0,-0.024037763448574733,0.0,-0.024037763448574733,0.027373177276530904
0.25,vax2,2021-02-15,13319,0,0.0,0.022436228916316078,0.0,0.022436228916316078,0.027373177276530904
0.25,vax2,2021-02-15,13321,0,0.045454545454545456,-0.0035620238593626562,-0.00020626635236278756,-0.0037682902117254437,0.027373177276530904
0.25,vax2,2021-02-15,16001,1,0.18867924528301888,-0.002302794419785702,-0.0008561999532040243,-0.003158994372989726,0.027373177276530904
0.25,vax2,2021-02-15,16003,0,0.16666666666666666,0.06504072512361184,-0.0007563099586635559,0.06428441516494827,0.027373177276530904
0.25,vax2,2021-02-15,16005,0,0.15151515151515152,0.013088072895165344,-0.00068755450787596,0.012400518387289384,0.027373177276530904
0.25,vax2,2021-02-15,16007,0,0.0,0.010794275659996104,0.0,0.010794275659996104,0.027373177276530904
0.25,vax2,2021-02-15,16009,0,0.6666666666666666,-0.013983609850791981,-0.0030252398346542176,-0.0170088496854462,0.027373177276530904
0.25,vax2,2021-02-15,16011,0,0.15,0.051950056691614524,-0.000680678962797198,0.051269377728817324,0.027373177276530904
0.25,vax2,2021-02-15,16013,0,0.09090909090909091,0.06930500240489744,-0.0004125327047255751,0.06889246970017186,0.027373177276530904
0.25,vax2,2021-02-15,16015,0,0.2,0.041847352481197295,-0.0009075719503962657,0.04093978053080103,0.027373177276530904
0.25,vax2,2021-02-15,16017,1,0.3,0.02387679663787023,-0.001361357925594399,0.02251543871227583,0.027373177276530904
0.25,vax2,2021-02-15,16019,1,0.17073170731707318,-0.012228883181855114,-0.0007747565430212046,-0.013003639724876318,0.027373177276530904
0.25,vax2,2021-02-15,16021,0,0.6,-0.0001897554309016575,-0.002722715851188798,-0.0029124712820904554,0.027373177276530904
0.25,vax2,2021-02-15,16023,0,0.3333333333333333,0.056015500094637447,-0.0015126199173271103,0.05450288017731034,0.027373177276530904
0.25,vax2,2021-02-15,16025,0,0.0,-0.03229544316708974,0.0,-0.03229544316708974,0.027373177276530904
0.25,vax2,2021-02-15,16027,0,0.18333333333333332,0.01595760130843909,-0.0008319409545299093,0.015125660353909179,0.027373177276530904
0.25,vax2,2021-02-15,16029,0,0.14285714285714285,0.029650368172163013,-0.000648265678854478,0.029002102493308535,0.027373177276530904
0.25,vax2,2021-02-15,16031,0,0.125,0.0485041413957266,-0.000567232468997666,0.04793690892672893,0.027373177276530904
0.25,vax2,2021-02-15,16033,0,0.0,-0.10267500495108878,0.0,-0.10267500495108878,0.027373177276530904
0.25,vax2,2021-02-15,16035,0,0.0,0.010059938256548242,0.0,0.010059938256548242,0.027373177276530904
0.25,vax2,2021-02-15,16037,0,0.2,0.002287489748526794,-0.000907571950396265,0.0013799177981305292,0.027373177276530904
0.25,vax2,2021-02-15,16039,0,0.09090909090909091,0.06446981555915966,-0.00041253270472557663,0.06405728285443409,0.027373177276530904
0.25,vax2,2021-02-15,16041,0,0.09090909090909091,0.040722977876199766,-0.00041253270472557663,0.04031044517147419,0.027373177276530904
0.25,vax2,2021-02-15,16043,0,0.3,0.013693263742122616,-0.001361357925594399,0.012331905816528217,0.027373177276530904
0.25,vax2,2021-02-15,16045,0,0.14285714285714285,0.07369347831756297,-0.0006482656788544758,0.07304521263870849,0.027373177276530904
0.25,vax2,2021-02-15,16047,0,0.1111111111111111,0.061757153756938465,-0.0005042066391090358,0.06125294711782943,0.027373177276530904
0.25,vax2,2021-02-15,16049,0,0.3333333333333333,0.048417537654347524,-0.0015126199173271103,0.046904917737020414,0.027373177276530904
0.25,vax2,2021-02-15,16051,0,0.2857142857142857,0.030992433331498738,-0.00129653135770895,0.02969590197378979,0.027373177276530904
0.25,vax2,2021-02-15,16053,0,0.05555555555555555,0.08187751497206652,-0.0002521033195545179,0.08162541165251201,0.027373177276530904
0.25,vax2,2021-02-15,16055,1,0.25925925925925924,0.011470992624904438,-0.0011764821579210844,0.010294510466983355,0.027373177276530904
0.25,vax2,2021-02-15,16057,0,0.38461538461538464,0.00807459268409478,-0.0017453306738389731,0.006329262010255806,0.027373177276530904
0.25,vax2,2021-02-15,16059,0,0.3333333333333333,0.033011848671165016,-0.0015126199173271103,0.031499228753837906,0.027373177276530904
0.25,vax2,2021-02-15,16061,0,0.0,0.018818601514052256,0.0,0.018818601514052256,0.027373177276530904
0.25,vax2,2021-02-15,16063,0,0.14285714285714285,0.05806505858486669,-0.000648265678854478,0.05741679290601222,0.027373177276530904
0.25,vax2,2021-02-15,16065,0,0.18181818181818182,0.025158353007971847,-0.0008250654094511533,0.024333287598520693,0.027373177276530904
0.25,vax2,2021-02-15,16067,0,0.11764705882352941,0.042780904348413994,-0.0005338658531742714,0.042247038495239725,0.027373177276530904
0.25,vax2,2021-02-15,16069,0,0.3125,0.025143860554480046,-0.0014180811724941633,0.023725779381985883,0.027373177276530904
0.25,vax2,2021-02-15,16071,0,0.1111111111111111,0.024757439361912235,-0.0005042066391090358,0.0242532327228032,0.027373177276530904
0.25,vax2,2021-02-15,16073,0,0.16666666666666666,0.053977281379564715,-0.0007563099586635536,0.05322097142090116,0.027373177276530904
0.25,vax2,2021-02-15,16075,0,0.125,0.07238958997883278,-0.000567232468997666,0.07182235750983512,0.027373177276530904
0.25,vax2,2021-02-15,16077,0,0.2857142857142857,0.07680693473764656,-0.00129653135770895,0.07551040337993761,0.027373177276530904
0.25,vax2,2021-02-15,16079,1,0.6,0.0011825535667264939,-0.002722715851188798,-0.001540162284462304,0.027373177276530904
0.25,vax2,2021-02-15,16081,1,0.5,0.022250776997563844,-0.002268929875990664,0.01998184712157318,0.027373177276530904
0.25,vax2,2021-02-15,16083,0,0.06060606060606061,0.049166893462519026,-0.0002750218031503834,0.04889187165936864,0.027373177276530904
0.25,vax2,2021-02-15,16085,0,0.125,-0.01325912432002976,-0.000567232468997666,-0.013826356789027426,0.027373177276530904
0.25,vax2,2021-02-15,16087,0,0.16666666666666666,0.06584492159835728,-0.0007563099586635567,0.06508861163969372,0.027373177276530904
0.25,vax2,2021-02-15,17001,1,0.275,-0.005009612311698332,-0.001247911431794864,-0.006257523743493196,0.027373177276530904
0.25,vax2,2021-02-15,17003,0,0.2,-0.02958817222176883,-0.000907571950396265,-0.030495744172165093,0.027373177276530904
0.25,vax2,2021-02-15,17005,0,0.21428571428571427,0.014627189694247138,-0.0009723985182817132,0.013654791175965424,0.027373177276530904
0.25,vax2,2021-02-15,17007,0,0.2,0.0027234875715926475,-0.000907571950396268,0.0018159156211963795,0.027373177276530904
0.25,vax2,2021-02-15,17009,0,0.3333333333333333,0.0054642376740020844,-0.0015126199173271073,0.003951617756674977,0.027373177276530904
0.25,vax2,2021-02-15,17011,0,0.07692307692307693,0.010098286207913913,-0.00034906613476779586,0.009749220073146117,0.027373177276530904
0.25,vax2,2021-02-15,17013,1,0.2222222222222222,-0.019303984516671115,-0.001008413278218073,-0.02031239779488919,0.027373177276530904
0.25,vax2,2021-02-15,17015,0,0.0,0.013681444857551276,0.0,0.013681444857551276,0.027373177276530904
0.25,vax2,2021-02-15,17017,0,0.25,0.0034810676111950755,-0.001134464937995332,0.0023466026731997435,0.027373177276530904
0.25,vax2,2021-02-15,17019,1,0.21333333333333335,-0.007694452002805487,-0.0009680767470893501,-0.008662528749894836,0.027373177276530904
0.25,vax2,2021-02-15,17021,0,0.14285714285714285,0.0014877341686637448,-0.000648265678854475,0.0008394684898092698,0.027373177276530904
0.25,vax2,2021-02-15,17023,0,0.3157894736842105,-0.017384556810803496,-0.001433008342730946,-0.018817565153534443,0.027373177276530904
0.25,vax2,2021-02-15,17025,0,0.23809523809523808,0.015068177251788,-0.0010804427980907927,0.013987734453697208,0.027373177276530904
0.25,vax2,2021-02-15,17027,1,0.125,-0.022918322513007437,-0.000567232468997666,-0.0234855549820051,0.027373177276530904
0.25,vax2,2021-02-15,17029,0,0.15625,0.0048443644595392655,-0.0007090405862470832,0.004135323873292182,0.027373177276530904
0.25,vax2,2021-02-15,17031,0,0.2893401015228426,0.012644610677437043,-0.0013129848013346977,0.011331625876102345,0.027373177276530904
0.25,vax2,2021-02-15,17033,0,0.3333333333333333,-0.016448530869058432,-0.0015126199173271103,-0.017961150786385542,0.027373177276530904
0.25,vax2,2021-02-15,17035,0,0.23076923076923078,0.0008671537603972409,-0.0010471984043033844,-0.00018004464390614355,0.027373177276530904
0.25,vax2,2021-02-15,17037,0,0.18181818181818182,-0.001602953420682067,-0.0008250654094511502,-0.002428018830133217,0.027373177276530904
0.25,vax2,2021-02-15,17039,0,0.25,-0.006264211543935452,-0.001134464937995332,-0.007398676481930783,0.027373177276530904
0.25,vax2,2021-02-15,17041,0,0.21052631578947367,-0.058498192640424655,-0.0009553388951539649,-0.05945353153557862,0.027373177276530904
0.25,vax2,2021-02-15,17043,0,0.3387096774193548,0.019259635583042046,-0.001537017012767869,0.017722618570274178,0.027373177276530904
0.25,vax2,2021-02-15,17045,0,0.3333333333333333,-0.0014210432062252158,-0.0015126199173271103,-0.002933663123552326,0.027373177276530904
0.25,vax2,2021-02-15,17047,0,0.38461538461538464,0.015289235960970801,-0.0017453306738389731,0.013543905287131827,0.027373177276530904
0.25,vax2,2021-02-15,17049,0,0.14285714285714285,0.016436209083454625,-0.000648265678854475,0.01578794340460015,0.027373177276530904
0.25,vax2,2021-02-15,17051,0,0.14285714285714285,0.04824059195407624,-0.000648265678854475,0.047592326275221766,0.027373177276530904
0.25,vax2,2021-02-15,17053,0,0.1111111111111111,-0.008399036492130377,-0.0005042066391090358,-0.008903243131239413,0.027373177276530904
0.25,vax2,2021-02-15,17055,0,0.11538461538461539,0.04155033525495754,-0.0005235992021516922,0.04102673605280585,0.027373177276530904
0.25,vax2,2021-02-15,17057,1,0.18181818181818182,-0.0019067326804795943,-0.0008250654094511502,-0.0027317980899307444,0.027373177276530904
0.25,vax2,2021-02-15,17059,0,0.2222222222222222,0.015245058461831504,-0.001008413278218073,0.014236645183613431,0.027373177276530904
0.25,vax2,2021-02-15,17061,0,0.3076923076923077,0.01733566936695685,-0.001396264539071179,0.01593940482788567,0.027373177276530904
0.25,vax2,2021-02-15,17063,0,0.14814814814814814,-0.013644297511007855,-0.0006722755188120486,-0.014316573029819904,0.027373177276530904
0.25,vax2,2021-02-15,17065,0,0.15384615384615385,-0.01463636045744109,-0.0006981322695355894,-0.015334492726976678,0.027373177276530904
0.25,vax2,2021-02-15,17067,0,0.23076923076923078,-0.01781591296783594,-0.0010471984043033844,-0.018863111372139325,0.027373177276530904
0.25,vax2,2021-02-15,17069,0,0.1111111111111111,0.005803238991416167,-0.0005042066391090365,0.00529903235230713,0.027373177276530904
0.25,vax2,2021-02-15,17071,0,0.07692307692307693,0.0037152806814488596,-0.00034906613476779434,0.003366214546681065,0.027373177276530904
0.25,vax2,2021-02-15,17073,0,0.11538461538461539,0.01616137800206558,-0.0005235992021516937,0.015637778799913887,0.027373177276530904
0.25,vax2,2021-02-15,17075,0,0.1111111111111111,0.012293872779082433,-0.0005042066391090358,0.011789666139973398,0.027373177276530904
0.25,vax2,2021-02-15,17077,0,0.19444444444444445,0.01422724250083671,-0.0008823616184408141,0.013344880882395896,0.027373177276530904
0.25,vax2,2021-02-15,17079,0,0.16666666666666666,-0.007190296545575575,-0.0007563099586635567,-0.007946606504239132,0.027373177276530904
0.25,vax2,2021-02-15,17081,0,0.23076923076923078,0.011651339279996006,-0.0010471984043033814,0.010604140875692624,0.027373177276530904
0.25,vax2,2021-02-15,17083,1,0.2857142857142857,-0.011737520941840402,-0.0012965313577089506,-0.013034052299549353,0.027373177276530904
0.25,vax2,2021-02-15,17085,0,0.18518518518518517,0.01365802375684776,-0.0008403443985150616,0.012817679358332699,0.027373177276530904
0.25,vax2,2021-02-15,17087,0,0.125,-0.010464821908859145,-0.000567232468997666,-0.011032054377856811,0.027373177276530904
0.25,vax2,2021-02-15,17089,0,0.31683168316831684,0.01659358607474971,-0.0014377377432020057,0.015155848331547705,0.027373177276530904
0.25,vax2,2021-02-15,17091,0,0.17647058823529413,-0.0008786790292777179,-0.0008007987797614108,-0.0016794778090391286,0.027373177276530904
0.25,vax2,2021-02-15,17093,0,0.26666666666666666,0.00409358114855171,-0.0012100959338616876,0.002883485214690022,0.027373177276530904
0.25,vax2,2021-02-15,17095,0,0.16666666666666666,-0.007807350736068248,-0.0007563099586635536,-0.008563660694731802,0.027373177276530904
0.25,vax2,2021-02-15,17097,0,0.35507246376811596,0.00965357458919797,-0.0016112690423701816,0.008042305546827788,0.027373177276530904
0.25,vax2,2021-02-15,17099,0,0.2,-0.004346380813040465,-0.000907571950396265,-0.00525395276343673,0.027373177276530904
0.25,vax2,2021-02-15,17101,0,0.35714285714285715,0.038683696236656885,-0.0016206641971361888,0.037063032039520695,0.027373177276530904
0.25,vax2,2021-02-15,17103,0,0.0,-0.0006377440860978848,0.0,-0.0006377440860978848,0.027373177276530904
0.25,vax2,2021-02-15,17105,0,0.16666666666666666,-0.005319845098960871,-0.0007563099586635567,-0.0060761550576244275,0.027373177276530904
0.25,vax2,2021-02-15,17107,0,0.16666666666666666,0.01100225574257089,-0.0007563099586635544,0.010245945783907334,0.027373177276530904
0.25,vax2,2021-02-15,17109,0,0.19230769230769232,-0.0003191586645861845,-0.0008726653369194866,-0.001191824001505671,0.027373177276530904
0.25,vax2,2021-02-15,17111,0,0.3333333333333333,-0.006052412616378356,-0.0015126199173271094,-0.007565032533705466,0.027373177276530904
0.25,vax2,2021-02-15,17113,0,0.22077922077922077,0.0011887591852121524,-0.0010018651400478258,0.00018689404516432665,0.027373177276530904
0.25,vax2,2021-02-15,17115,0,0.2702702702702703,0.005136353830067536,-0.0012264485816165743,0.003909905248450962,0.027373177276530904
0.25,vax2,2021-02-15,17117,1,0.17647058823529413,0.0006355646805306489,-0.0008007987797614101,-0.0001652340992307612,0.027373177276530904
0.25,vax2,2021-02-15,17119,0,0.2872340425531915,-0.00897566532829271,-0.0013034278011010204,-0.01027909312939373,0.027373177276530904
0.25,vax2,2021-02-15,17121,0,0.17857142857142858,0.021945888864078347,-0.0008103320985680929,0.021135556765510256,0.027373177276530904
0.25,vax2,2021-02-15,17123,0,0.0,-0.005164637473002057,0.0,-0.005164637473002057,0.027373177276530904
0.25,vax2,2021-02-15,17125,0,0.16666666666666666,0.00945947479474865,-0.0007563099586635559,0.008703164836085093,0.027373177276530904
0.25,vax2,2021-02-15,17127,0,0.2222222222222222,-0.000761724155737163,-0.0010084132782180715,-0.0017701374339552346,0.027373177276530904
0.25,vax2,2021-02-15,17129,0,0.08333333333333333,0.0003164858643373449,-0.00037815497933177736,-6.166911499443247e-05,0.027373177276530904
0.25,vax2,2021-02-15,17131,0,0.07692307692307693,0.0004913622063461418,-0.00034906613476779586,0.000142296071578346,0.027373177276530904
0.25,vax2,2021-02-15,17133,0,0.125,0.015192504661200068,-0.000567232468997666,0.014625272192202401,0.027373177276530904
0.25,vax2,2021-02-15,17135,0,0.16666666666666666,-0.031484363291391176,-0.0007563099586635567,-0.03224067325005473,0.027373177276530904
0.25,vax2,2021-02-15,17137,0,0.23076923076923078,-0.005192538044319516,-0.0010471984043033844,-0.0062397364486229,0.027373177276530904
0.25,vax2,2021-02-15,17139,0,0.2727272727272727,-0.006649448742046013,-0.0012375981141767261,-0.007887046856222739,0.027373177276530904
0.25,vax2,2021-02-15,17141,0,0.14814814814814814,-0.010824611441163591,-0.0006722755188120486,-0.01149688695997564,0.027373177276530904
0.25,vax2,2021-02-15,17143,0,0.2,-0.002115378188001639,-0.0009075719503962665,-0.003022950138397905,0.027373177276530904
0.25,vax2,2021-02-15,17145,0,0.11764705882352941,0.00415694247261125,-0.0005338658531742744,0.0036230766194369755,0.027373177276530904
0.25,vax2,2021-02-15,17147,1,0.25,-0.01391724880739426,-0.001134464937995332,-0.015051713745389592,0.027373177276530904
0.25,vax2,2021-02-15,17149,0,0.3125,0.01457804564038846,-0.0014180811724941664,0.013159964467894294,0.027373177276530904
0.25,vax2,2021-02-15,17151,0,0.0,0.008907289789737326,0.0,0.008907289789737326,0.027373177276530904
0.25,vax2,2021-02-15,17153,0,0.16666666666666666,-0.019668405332957748,-0.0007563099586635536,-0.020424715291621303,0.027373177276530904
0.25,vax2,2021-02-15,17155,0,0.0,0.0017527501039993146,0.0,0.0017527501039993146,0.027373177276530904
0.25,vax2,2021-02-15,17157,0,0.09090909090909091,0.023382871963889457,-0.0004125327047255751,0.02297033925916388,0.027373177276530904
0.25,vax2,2021-02-15,17159,0,0.25,0.005019701426025514,-0.0011344649379953326,0.0038852364880301816,0.027373177276530904
0.25,vax2,2021-02-15,17161,0,0.20833333333333334,-0.0021133750180921573,-0.0009453874483294443,-0.0030587624664216015,0.027373177276530904
0.25,vax2,2021-02-15,17163,0,0.26136363636363635,-0.009921583699528317,-0.0011860315260860286,-0.011107615225614344,0.027373177276530904
0.25,vax2,2021-02-15,17165,0,0.20833333333333334,0.007586862656526643,-0.0009453874483294443,0.006641475208197198,0.027373177276530904
0.25,vax2,2021-02-15,17167,1,0.22784810126582278,-0.013542137308555423,-0.001033942728299544,-0.014576080036854967,0.027373177276530904
0.25,vax2,2021-02-15,17169,0,0.3,0.011786384067455738,-0.001361357925594399,0.010425026141861339,0.027373177276530904
0.25,vax2,2021-02-15,17171,0,0.375,-0.011190919229529863,-0.001701697406992998,-0.012892616636522861,0.027373177276530904
0.25,vax2,2021-02-15,17173,0,0.15789473684210525,7.918486934814992e-05,-0.0007165041713654715,-0.0006373193020173215,0.027373177276530904
0.25,vax2,2021-02-15,17175,0,0.0,0.032875843820566665,0.0,0.032875843820566665,0.027373177276530904
0.25,vax2,2021-02-15,17177,0,0.20833333333333334,-0.010133800633712987,-0.0009453874483294443,-0.01107918808204243,0.027373177276530904
0.25,vax2,2021-02-15,17179,0,0.2,-0.004517592618660093,-0.0009075719503962657,-0.005425164569056358,0.027373177276530904
0.25,vax2,2021-02-15,17181,0,0.1111111111111111,-0.023133310077700798,-0.0005042066391090358,-0.023637516716809834,0.027373177276530904
0.25,vax2,2021-02-15,17183,0,0.29411764705882354,-0.00812410892184352,-0.0013346646329356845,-0.009458773554779204,0.027373177276530904
0.25,vax2,2021-02-15,17185,0,0.45454545454545453,0.001813261615050548,-0.0020626635236278778,-0.0002494019085773297,0.027373177276530904
0.25,vax2,2021-02-15,17187,0,0.2,0.00747349072689001,-0.000907571950396265,0.006565918776493745,0.027373177276530904
0.25,vax2,2021-02-15,17189,0,0.0625,0.03398347586205694,-0.000283616234498833,0.03369985962755811,0.027373177276530904
0.25,vax2,2021-02-15,17191,0,0.2,0.025633440132055235,-0.0009075719503962657,0.02472586818165897,0.027373177276530904
0.25,vax2,2021-02-15,17193,0,0.2222222222222222,0.004407399981704129,-0.0010084132782180737,0.003398986703486055,0.027373177276530904
0.25,vax2,2021-02-15,17195,0,0.07407407407407407,-0.0009183436516698193,-0.0003361377594060228,-0.0012544814110758422,0.027373177276530904
0.25,vax2,2021-02-15,17197,0,0.30357142857142855,0.008299567143473184,-0.0013775645675657604,0.006922002575907423,0.027373177276530904
0.25,vax2,2021-02-15,17199,0,0.17073170731707318,0.02356004506550786,-0.0007747565430212024,0.02278528852248666,0.027373177276530904
0.25,vax2,2021-02-15,17201,0,0.2714285714285714,0.01454516438168028,-0.0012317047898235038,0.013313459591856777,0.027373177276530904
0.25,vax2,2021-02-15,17203,0,0.26666666666666666,-0.0037153332405130603,-0.0012100959338616876,-0.0049254291743747475,0.027373177276530904
0.25,vax2,2021-02-15,18001,0,0.4117647058823529,-0.03495262090599361,-0.001868530486109959,-0.03682115139210357,0.027373177276530904
0.25,vax2,2021-02-15,18003,1,0.43902439024390244,-0.01494736767072927,-0.0019922311106259495,-0.01693959878135522,0.027373177276530904
0.25,vax2,2021-02-15,18005,1,0.5853658536585366,-0.010382135889720442,-0.002656308147501266,-0.013038444037221708,0.027373177276530904
0.25,vax2,2021-02-15,18007,0,0.23076923076923078,0.008402043524593731,-0.0010471984043033844,0.007354845120290347,0.027373177276530904
0.25,vax2,2021-02-15,18009,0,0.5454545454545454,0.011874122424391316,-0.0024751962283534506,0.009398926196037865,0.027373177276530904
0.25,vax2,2021-02-15,18011,1,0.4791666666666667,-0.011475457520543023,-0.00217439113115772,-0.013649848651700743,0.027373177276530904
0.25,vax2,2021-02-15,18013,0,0.7272727272727273,-0.007084788976281061,-0.0033002616378046017,-0.010385050614085662,0.027373177276530904
0.25,vax2,2021-02-15,18015,0,0.2727272727272727,-0.01723508619121528,-0.0012375981141767253,-0.018472684305392006,0.027373177276530904
0.25,vax2,2021-02-15,18017,0,0.3181818181818182,0.00045239121362613426,-0.001443864466539513,-0.0009914732529133787,0.027373177276530904
0.25,vax2,2021-02-15,18019,1,0.3898305084745763,-0.005985241356313983,-0.0017689961745011955,-0.007754237530815179,0.027373177276530904
0.25,vax2,2021-02-15,18021,1,0.4444444444444444,-0.003853431624152462,-0.002016826556436146,-0.005870258180588608,0.027373177276530904
0.25,vax2,2021-02-15,18023,0,0.4444444444444444,-0.0007832789686013196,-0.002016826556436146,-0.0028001055250374655,0.027373177276530904
0.25,vax2,2021-02-15,18025,0,0.6363636363636364,-0.006624871715719801,-0.002887728933079028,-0.00951260064879883,0.027373177276530904
0.25,vax2,2021-02-15,18027,0,0.7142857142857143,-0.04072319891896723,-0.0032413283942723773,-0.04396452731323961,0.027373177276530904
0.25,vax2,2021-02-15,18029,0,0.4666666666666667,-0.01453403792020502,-0.0021176678842579535,-0.01665170580446297,0.027373177276530904
0.25,vax2,2021-02-15,18031,1,0.5862068965517241,-0.011728288475468498,-0.002660124682195951,-0.014388413157664448,0.027373177276530904
0.25,vax2,2021-02-15,18033,0,0.4230769230769231,-0.003550117070434884,-0.001919863741222871,-0.005469980811657755,0.027373177276530904
0.25,vax2,2021-02-15,18035,1,0.49056603773584906,-0.013289030664222117,-0.002226119878330463,-0.01551515054255258,0.027373177276530904
0.25,vax2,2021-02-15,18037,1,0.68,-0.015610347554982569,-0.0030857446313473035,-0.018696092186329873,0.027373177276530904
0.25,vax2,2021-02-15,18039,1,0.3770491803278688,-0.02127049411682334,-0.0017109962999273863,-0.022981490416750728,0.027373177276530904
0.25,vax2,2021-02-15,18041,1,0.6875,-0.0033682970589758634,-0.003119778579487164,-0.0064880756384630275,0.027373177276530904
0.25,vax2,2021-02-15,18043,1,0.47368421052631576,-0.014269219921726292,-0.0021495125140964175,-0.01641873243582271,0.027373177276530904
0.25,vax2,2021-02-15,18045,0,0.4666666666666667,-0.014664977009082921,-0.0021176678842579535,-0.016782644893340873,0.027373177276530904
0.25,vax2,2021-02-15,18047,0,0.5652173913043478,-0.012493654683541834,-0.0025648772511198815,-0.015058531934661716,0.027373177276530904
0.25,vax2,2021-02-15,18049,0,0.25,0.0033730185969764455,-0.001134464937995332,0.0022385536589811135,0.027373177276530904
0.25,vax2,2021-02-15,18051,1,0.48,-0.014348480729837954,-0.0021781726809510372,-0.016526653410788992,0.027373177276530904
0.25,vax2,2021-02-15,18053,1,0.38235294117647056,-0.008750516076343983,-0.0017350640228163902,-0.010485580099160374,0.027373177276530904
0.25,vax2,2021-02-15,18055,0,0.65,0.003641243495514117,-0.002949608838787864,0.0006916346567262528,0.027373177276530904
0.25,vax2,2021-02-15,18057,1,0.39215686274509803,-0.026235247663809174,-0.001779552843914246,-0.02801480050772342,0.027373177276530904
0.25,vax2,2021-02-15,18059,1,0.7297297297297297,-0.0019649745133977266,-0.003311411170364754,-0.00527638568376248,0.027373177276530904
0.25,vax2,2021-02-15,18061,0,0.5,-0.008496410417436503,-0.002268929875990664,-0.010765340293427166,0.027373177276530904
0.25,vax2,2021-02-15,18063,1,0.4578313253012048,-0.020993263528240127,-0.002077574344280609,-0.023070837872520737,0.027373177276530904
0.25,vax2,2021-02-15,18065,1,0.8260869565217391,-0.01655989556445961,-0.0037486667516367497,-0.02030856231609636,0.027373177276530904
0.25,vax2,2021-02-15,18067,0,0.5135135135135135,-0.014126024608909875,-0.0023302523050714925,-0.01645627691398137,0.027373177276530904
0.25,vax2,2021-02-15,18069,0,0.4090909090909091,-0.016304752224267565,-0.0018563971712650888,-0.018161149395532653,0.027373177276530904
0.25,vax2,2021-02-15,18071,0,0.6086956521739131,0.023241900451361187,-0.0027621755012060263,0.02047972495015516,0.027373177276530904
0.25,vax2,2021-02-15,18073,0,0.2222222222222222,-0.013308573304690463,-0.001008413278218073,-0.014316986582908536,0.027373177276530904
0.25,vax2,2021-02-15,18075,0,0.5714285714285714,0.011537759288811896,-0.002593062715417903,0.008944696573393994,0.027373177276530904
0.25,vax2,2021-02-15,18077,0,0.4230769230769231,-0.011044135741626274,-0.001919863741222871,-0.012963999482849145,0.027373177276530904
0.25,vax2,2021-02-15,18079,0,0.6666666666666666,0.009285196656507462,-0.0030252398346542184,0.006259956821853244,0.027373177276530904
0.25,vax2,2021-02-15,18081,1,0.47058823529411764,-0.014731524698924994,-0.0021354634126970946,-0.01686698811162209,0.027373177276530904
0.25,vax2,2021-02-15,18083,1,0.6,-0.018366502851400585,-0.002722715851188797,-0.021089218702589382,0.027373177276530904
0.25,vax2,2021-02-15,18085,0,0.3333333333333333,0.0008486371929751674,-0.0015126199173271094,-0.0006639827243519421,0.027373177276530904
0.25,vax2,2021-02-15,18087,0,0.34615384615384615,-0.08142841547844648,-0.0015707976064550753,-0.08299921308490156,0.027373177276530904
0.25,vax2,2021-02-15,18089,0,0.35344827586206895,0.0044968896167010075,-0.0016038987054416772,0.0028929909112593304,0.027373177276530904
0.25,vax2,2021-02-15,18091,0,0.3695652173913043,-0.0012796348139433038,-0.00167703512573223,-0.002956669939675534,0.027373177276530904
0.25,vax2,2021-02-15,18093,1,0.6,-0.01440761386883107,-0.002722715851188797,-0.017130329720019866,0.027373177276530904
0.25,vax2,2021-02-15,18095,1,0.5192307692307693,-0.015874344048778452,-0.002356196409682613,-0.018230540458461064,0.027373177276530904
0.25,vax2,2021-02-15,18097,1,0.3505535055350554,-0.023448322251242264,-0.001590762643683491,-0.025039084894925755,0.027373177276530904
0.25,vax2,2021-02-15,18099,0,0.2608695652173913,0.0009484635742200232,-0.0011837895005168684,-0.0002353259262968452,0.027373177276530904
0.25,vax2,2021-02-15,18101,0,0.7,0.01013967217040475,-0.0031765018263869294,0.006963170344017821,0.027373177276530904
0.25,vax2,2021-02-15,18103,0,0.4090909090909091,0.0003385741345671462,-0.0018563971712650903,-0.0015178230366979441,0.027373177276530904
0.25,vax2,2021-02-15,18105,1,0.5357142857142857,-0.026094225897328724,-0.0024309962957042817,-0.028525222193033006,0.027373177276530904
0.25,vax2,2021-02-15,18107,0,0.4782608695652174,0.0013447041353158284,-0.002170280750947592,-0.0008255766156317636,0.027373177276530904
0.25,vax2,2021-02-15,18109,0,0.7352941176470589,0.0008442106245517193,-0.0033366615823392128,-0.0024924509577874936,0.027373177276530904
0.25,vax2,2021-02-15,18111,0,0.08333333333333333,0.0028112943477456858,-0.00037815497933177834,0.0024331393684139074,0.027373177276530904
0.25,vax2,2021-02-15,18113,0,0.42105263157894735,0.0037800380550459213,-0.0019106777903079282,0.001869360264737993,0.027373177276530904
0.25,vax2,2021-02-15,18115,1,0.2,-0.03148246288729974,-0.000907571950396268,-0.03239003483769601,0.027373177276530904
0.25,vax2,2021-02-15,18117,1,0.6153846153846154,-0.004562371512392289,-0.0027925290781423565,-0.007354900590534646,0.027373177276530904
0.25,vax2,2021-02-15,18119,0,0.6923076923076923,-7.306556450474165e-05,-0.0031415952129101505,-0.0032146607774148923,0.027373177276530904
