thr,treat,date,fips,Z,G,tau_dir_log,tau_peer_log,tau_overall_log,sigma_log
0.25,vax2,2021-02-15,6071,0,0.0,0.009299716674742674,0.0,0.009299716674742674,0.027373177276530904
0.25,vax2,2021-02-15,6073,0,0.0,0.003266403456970216,0.0,0.003266403456970216,0.027373177276530904
0.25,vax2,2021-02-15,6075,0,0.0,0.08647915656136694,0.0,0.08647915656136694,0.027373177276530904
0.25,vax2,2021-02-15,6077,0,0.0,0.04808148684827468,0.0,0.04808148684827468,0.027373177276530904
0.25,vax2,2021-02-15,6079,0,0.0,-0.025829758331660672,0.0,-0.025829758331660672,0.027373177276530904
0.25,vax2,2021-02-15,6081,1,0.0,-0.0011167516017706598,0.0,-0.0011167516017706598,0.027373177276530904
0.25,vax2,2021-02-15,6083,0,0.0,-0.0263438074429095,0.0,-0.0263438074429095,0.027373177276530904
0.25,vax2,2021-02-15,6085,0,0.0,0.08869844634101777,0.0,0.08869844634101777,0.027373177276530904
0.25,vax2,2021-02-15,6087,0,0.0,-0.016284610145856387,0.0,-0.016284610145856387,0.027373177276530904
0.25,vax2,2021-02-15,6089,0,0.0,-0.0001967777030209784,0.0,-0.0001967777030209784,0.027373177276530904
0.25,vax2,2021-02-15,6091,0,0.0,-0.05379533514055686,0.0,-0.05379533514055686,0.027373177276530904
0.25,vax2,2021-02-15,6093,0,0.0,-0.024457040338573134,0.0,-0.024457040338573134,0.027373177276530904
0.25,vax2,2021-02-15,6095,0,0.0,0.015469008582901438,0.0,0.015469008582901438,0.027373177276530904
0.25,vax2,2021-02-15,6097,0,0.0,-0.005101864470370693,0.0,-0.005101864470370693,0.027373177276530904
0.25,vax2,2021-02-15,6099,0,0.0,0.0017560056434642213,0.0,0.0017560056434642213,0.027373177276530904
0.25,vax2,2021-02-15,6101,0,0.0,0.036106249372327696,0.0,0.036106249372327696,0.027373177276530904
0.25,vax2,2021-02-15,6103,0,0.0,-0.0312660524740974,0.0,-0.0312660524740974,0.027373177276530904
0.25,vax2,2021-02-15,6105,0,0.0,0.010816221047309978,0.0,0.010816221047309978,0.027373177276530904
0.25,vax2,2021-02-15,6107,0,0.0,0.0038400303626836938,0.0,0.0038400303626836938,0.027373177276530904
0.25,vax2,2021-02-15,6109,0,0.0,-0.006082723923094467,0.0,-0.006082723923094467,0.027373177276530904
0.25,vax2,2021-02-15,6111,0,0.0,-0.022892842517676183,0.0,-0.022892842517676183,0.027373177276530904
0.25,vax2,2021-02-15,6113,0,0.0,0.013960659574754343,0.0,0.013960659574754343,0.027373177276530904
